mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Genre
-246.15865,149.42867,-41.988865,11.606256,-10.289648,-4.0193577,-7.1368546,-10.135562,-9.420322,-7.1718426,-3.1583674,-5.640657,-2.586296,classical
-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.989011,-9.791544,-8.29952,-4.2436934,-2.8717248,-5.970813,-4.0241084,classical
-392.925,190.73505,-13.30989,8.256798,1.5560123,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.6211743,-10.071729,-4.821782,classical
-299.62308,157.25868,-37.329967,15.76609,-5.7509174,-4.4520483,-6.8125167,-10.72881,-9.877373,-8.156403,-5.426561,-7.837365,-2.7309945,classical
-301.9321,57.551674,-59.138557,33.53785,-20.924202,17.733927,-0.6399966,49.0187,19.130726,27.11223,-17.640003,-0.2826142,-3.750939,classical
-23.104954,70.25588,3.8055308,28.323957,13.754286,5.7281356,3.973779,7.4728084,2.6279068,8.490235,-2.3202078,2.08908,-3.3720124,country
-7.9727893,62.724636,-1.45917,28.109985,9.967061,9.363964,5.415904,9.82543,3.0275455,8.420949,0.31071296,6.540354,0.7373717,country
-120.3052,79.22588,5.2293863,34.548218,16.506737,13.129608,6.3450885,9.962078,-2.0015073,6.8100677,-6.352069,0.22815081,-6.8128085,country
-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847127,7.4250784,-3.6333375,9.54514,-2.9410644,2.4362514,1.9947801,country
-20.78135,62.950428,2.3044405,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.404158,7.5194154,-0.9842739,country
-24.671667,62.440266,-7.7540884,28.432592,10.997147,5.551389,-0.086744204,13.74509,2.8998165,9.909151,0.85377365,5.952079,-1.2259914,country
-23.201923,71.15687,1.5760127,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505054,2.435541,2.9157152,0.81521153,-1.1092838,country
-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.4728952,7.441096,-0.41490933,6.945586,3.6606066,country
-19.763226,76.64638,-4.8265233,32.238724,7.710495,17.18376,-1.4951015,9.149327,2.7572665,9.145537,-2.6543097,7.5196233,0.38755095,country
12.145776,58.997505,0.9395953,26.743252,9.245794,3.5632026,1.5272027,8.654258,1.00294,11.647983,-2.1983073,1.1939832,0.4853007,country
-197.70268,106.49648,-4.4335294,37.656395,-0.8653605,-0.9621034,-3.4531174,-0.049805444,-9.302802,-5.177724,-4.2500987,-3.5460408,-1.3531576,country
-199.05687,61.1464,9.977331,23.48061,10.260272,0.0013763829,8.017387,1.1231514,-4.898379,9.487703,-6.3569746,3.8757417,1.6276604,country
-141.01443,123.921104,-2.5103796,27.954958,-0.004282185,1.2101256,-11.015173,-1.3653064,-7.0197535,-6.129559,-5.183858,-2.1625636,-4.5987415,country
-126.20302,77.6602,3.1578352,19.944595,10.8167715,0.7296956,5.2284603,-0.49303114,-0.995941,5.39514,-3.7251055,-3.493331,-5.336726,country
-124.6224,72.49065,16.715553,18.250063,12.224811,8.094713,7.986082,-0.5102592,2.3697214,-0.5687947,-5.5688143,0.543314,-5.0568647,country
-116.19743,111.75399,-5.245357,33.98964,-12.460976,4.2414293,-14.408439,8.494256,-8.198441,-1.3370373,-12.551117,-5.0011096,-2.1393461,country
-210.10042,139.62177,-17.025503,57.99346,-9.658052,-1.9567311,-17.993433,-8.213174,-11.769384,-7.876312,0.6242505,-9.962924,-6.469421,country
-171.32309,137.33298,7.9547596,28.53364,2.6904233,-0.5032649,-2.9567094,-1.1481969,-6.1525826,-2.397033,-5.854901,-2.1742196,-5.3409767,country
-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.2972012,3.4134758,-1.5013238,1.606856,-7.989871,-0.82989687,-8.8802805,country
-256.0997,163.07938,-22.860847,26.925726,15.294624,-3.5060468,4.223812,-0.78757596,-9.461129,1.7529935,-4.4277163,-3.6453378,-4.2500978,country
-161.19606,74.76473,22.41922,46.01183,5.280713,25.113438,-0.5761164,10.385748,-6.833754,5.0545835,-0.7702397,1.403467,-6.0123224,country
-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.625789,-6.24442,-4.1741776,-6.6804767,-3.2626216,-7.9688377,country
-195.07317,114.25745,0.0414753,38.20062,11.286058,-6.0460644,1.2285589,0.014777683,-15.4136305,-3.5779057,-6.1284695,-4.5047817,-0.12425653,country
-353.09116,110.67462,32.743443,24.189941,18.754097,5.9265885,-1.7344855,3.8793359,-2.9791188,-1.9010768,-2.8730125,-0.9832502,-6.486425,country
-200.06026,109.140465,-5.542463,48.140514,1.2196505,4.592618,-9.150065,-1.4768001,-11.666416,-5.2047043,-11.545386,4.9804335,-4.9844666,country
-200.6344,119.69184,-3.590749,31.953747,9.979258,15.293263,0.6465807,0.2359246,-4.4701905,-2.3123803,-5.2613406,-2.4783907,-6.041272,country
-194.2351,151.79347,-3.0450041,29.494707,9.111862,5.9693475,3.7879229,3.7599015,-5.853435,1.5923065,-3.765781,0.9401922,1.9712703,country
-100.76679,106.98421,-27.158413,29.09983,5.039681,-5.4239273,3.2426603,-5.179371,-5.118583,-0.8158501,-3.8342147,-2.7052553,-6.645411,country
-169.22511,132.78679,-13.487546,31.186213,6.340469,-3.7556648,-2.0590014,-3.6253169,-4.56124,1.2809825,-6.97704,-7.2528353,-1.3950257,country
-171.242,160.48726,-17.805805,30.491001,7.5109696,-8.247462,-5.667516,0.13154979,-8.835052,-2.6557033,0.7119978,-3.7818258,-6.5020747,country
-277.10757,128.25293,42.425167,37.693504,12.766559,9.593897,-5.988017,-7.539555,-8.03414,-4.942542,-6.532016,-3.6276443,-7.2275634,country
-130.48167,104.1242,-19.271059,34.147877,5.397541,-2.171723,-0.7280454,-2.9078915,-5.4620852,4.0693655,-4.4698324,3.5257306,2.1481223,country
-237.93953,97.7333,6.486745,45.971268,2.148812,16.21856,8.811721,7.763634,-0.5899205,4.483779,0.14919905,3.0199268,-1.6625806,country
-133.27147,78.98,-5.6516805,35.54217,-7.5470138,7.928213,2.7289069,0.40225103,-1.144252,-1.1125528,-7.844963,-1.1714911,-4.817747,country
-153.86862,83.66914,-8.426157,13.954346,13.531212,3.7665932,3.0097833,6.355866,2.077902,2.068881,3.1684868,-0.48438075,-3.0256162,country
-120.41707,95.35442,-6.02527,25.163818,20.953634,-7.1270046,8.549671,2.4336689,-14.656025,9.28693,-2.3609252,-3.1556685,0.61143726,country
-339.64667,97.738594,-9.763496,50.972683,7.814855,11.721101,0.673925,2.4926813,-4.7740016,0.2095191,-5.9796576,-2.9014666,-6.1582875,country
-173.44347,105.07096,1.1555926,24.1155,22.134285,2.5480733,-1.5893732,0.16644396,-5.3277473,3.8132274,-4.5264587,-4.588155,-1.5657426,country
-118.0589,74.18071,8.265662,15.447167,6.1578817,8.44198,4.1116734,5.726584,-1.9592637,3.1633985,5.048196,-1.1217973,2.4379733,country
-89.70954,36.28278,11.465646,37.4974,9.179834,3.7314453,2.8276622,6.81722,1.4637536,0.098400876,1.0316732,1.1726795,-3.5680354,country
-102.86877,85.338524,-4.320379,30.584402,3.0148716,-1.9487437,4.437098,3.4139795,-4.2582784,-1.7707374,-3.9678407,-1.3573309,-3.7603476,country
-111.62214,82.249146,13.051351,31.925335,23.684826,-0.5329459,12.03311,3.6621604,-5.7393713,3.3419154,1.4315193,0.771382,0.54974717,country
-101.28794,84.11575,7.7757306,30.372738,13.849443,11.625496,-0.11909637,-4.9368935,-2.3647227,-1.968338,-8.188102,2.8200758,0.54014146,country
-101.19267,85.44991,-19.70174,20.570631,9.992322,7.598467,0.10015633,3.40321,0.056307446,1.5763918,-1.4527316,-1.2911733,2.1356745,country
-162.78079,119.890144,-2.907841,20.50893,27.810158,5.4901705,6.0408688,1.1912667,-3.696575,0.35227898,4.4168353,-0.41024777,2.4561374,country
-61.222664,71.25142,-17.037924,17.114265,5.0512624,-4.2119603,-1.6805955,1.1818885,-0.8543821,4.967768,-1.7029345,4.841895,-0.16024244,country
-126.90666,103.49357,-31.897821,58.728836,-1.9615225,-3.1359189,-2.9429367,0.36023775,-3.034348,-0.82732624,5.5868716,-10.137715,0.7289897,country
-165.54424,117.90447,-33.605473,42.59893,-1.3801005,3.827964,7.166964,-7.171045,-1.6472125,0.8621201,-12.5100975,2.884921,-12.365843,country
-148.98796,107.2436,11.189903,26.696136,11.397693,-3.8045833,14.0203285,-5.8768187,-11.0484915,2.7971046,-8.450597,3.1810462,-0.76783913,country
-110.04325,134.77678,-24.017365,19.40414,-4.4027624,-4.810312,-7.802366,-0.3913303,-5.4069877,-2.956292,0.7801952,-4.774832,-0.17851056,country
-143.05974,121.874374,-13.355456,47.767853,-12.669741,23.367556,-11.009172,18.859142,-13.707747,15.945982,-11.358796,10.289537,-6.009821,country
-204.64368,121.91709,-17.759083,46.325153,-1.8045663,17.01744,-14.691548,14.671547,-19.392052,10.927665,-13.47539,1.1953375,-6.2094746,country
-265.2709,138.86661,6.1286917,47.477863,-2.3875465,21.05125,4.0907435,17.65029,-12.018802,15.490483,-1.1288179,7.8953543,0.5013677,country
-84.68879,100.969574,-16.019012,51.744453,-17.08682,22.575502,-20.29776,18.909782,-19.486067,15.338605,-17.739527,8.58395,-15.003451,country
-175.00964,115.713554,5.100794,58.16809,-3.307456,29.656008,-10.033722,19.659372,-16.311836,13.744991,-8.834571,7.2225156,-8.883326,country
-82.9455,122.53113,-16.672253,40.01724,-15.014211,21.675644,-18.251837,18.362713,-17.989061,16.989254,-16.042936,8.533767,-8.709853,country
-164.78546,123.44315,4.22473,48.800877,-5.153331,22.848055,-7.809706,19.28812,-11.021053,21.256647,-9.741073,5.1617775,-6.143532,country
-137.86005,121.520035,-13.279323,43.328953,-10.695388,17.859846,-7.950051,9.101156,-19.791092,9.442091,-19.604746,6.9056215,-12.5497055,country
-101.2983,120.435974,-0.41283745,49.03769,-15.870198,19.87758,-13.09662,18.572926,-15.718034,15.2437315,-5.916708,6.655968,-10.362753,country
-185.06337,120.51211,29.720224,56.37222,-3.028255,22.213936,-10.350044,20.053122,-13.679163,9.170146,-6.4301715,3.3002465,-8.73294,country
-178.47949,130.10803,12.076066,47.04983,2.611667,24.099432,-4.625375,22.778528,-10.929766,13.5343075,-6.806915,8.726394,-6.0959067,country
-186.33115,135.86916,5.9504013,45.837704,-5.776936,22.777603,-12.992677,17.125881,-13.762873,9.738707,-8.365436,6.6548295,-9.0857115,country
-94.15291,109.18758,-11.85467,41.572716,-19.4826,23.833261,-19.930464,20.372795,-17.291353,16.565329,-10.201442,9.387508,-10.049827,country
-185.41428,118.49516,17.795778,48.869015,-2.1734657,21.354282,-8.994565,20.53351,-11.412323,9.274986,-5.478168,5.76185,-2.9883938,country
-217.81781,128.37343,-7.5112424,39.2846,-2.5414019,18.173687,-15.148812,16.760803,-15.247553,4.8962364,-6.500653,2.9013941,-11.492002,country
-250.85716,163.07423,-3.8745756,30.153008,5.589061,7.5009394,4.0263863,-2.1164129,-5.4775133,-1.062121,-9.981778,1.8189912,-8.753831,country
-102.481804,135.68375,-46.884445,32.738888,-11.159096,23.469543,-9.779007,16.897072,-11.684482,13.215306,-7.1829667,4.7462153,-8.193246,country
-328.71906,167.03047,13.017285,28.825632,11.25177,14.431291,11.699713,7.8014154,-11.720729,2.3800797,-8.350321,-3.8527913,-6.739853,country
-229.49329,157.29971,-16.750404,31.881748,-0.10805432,16.648754,1.357668,12.212552,-3.8637102,6.835824,-4.267376,1.334137,-5.9014387,country
-217.11801,136.18945,-10.36323,51.37767,2.598726,15.119397,-0.6796688,12.281108,-6.2290382,7.803085,-5.4126134,3.6122782,-2.7987616,country
-99.33054,117.57579,-29.873354,40.84807,-15.25619,27.988762,-11.962531,13.341765,-11.372493,10.539091,-8.746651,8.420694,-6.837034,country
-185.85483,155.27069,-25.015507,20.559324,-3.8406782,-0.57958275,-4.573758,-5.901456,-16.531107,-0.44806433,-16.299582,-4.2123995,-16.80468,country
-96.24628,131.92442,-26.341778,35.975468,-22.810158,14.495447,-11.845882,11.814583,-21.224222,11.547977,-12.930905,7.1881924,-13.941332,country
-167.00668,132.4709,-17.308983,46.921646,-3.6383252,20.937962,-8.825932,8.533768,-15.142039,8.106652,-16.94435,6.661936,-10.934709,country
-207.24358,130.93799,-18.507269,33.30124,-3.9344985,15.381374,-6.393797,2.9486027,-16.781153,7.0790563,-8.595193,4.7997184,-12.249362,country
-60.91825,105.47955,-16.908377,40.71572,-15.026839,36.03335,-12.812083,17.487259,-16.741236,11.76303,-10.137154,13.196802,-12.209422,country
-183.98438,159.79948,-23.137691,43.02262,-9.470626,8.825906,-1.65586,4.3491735,-13.371262,0.8312222,-13.96949,1.4447742,-7.3807516,country
-118.21476,152.9557,-46.51243,31.121635,-17.298687,6.282562,-3.6962414,13.058594,-13.142221,15.704863,-13.088502,5.7085404,-10.694908,country
-302.41064,150.1164,-3.7138388,26.95196,-0.2614172,13.506062,7.233895,4.227106,1.7578512,6.5712256,-0.5007282,7.9061255,1.3247037,country
-229.05678,180.33003,4.5372114,24.171106,1.0911431,4.015376,-6.006488,1.9028653,-13.129048,0.015985735,-13.500771,1.5909431,-13.4221525,country
-101.02087,111.61904,-13.149067,44.6068,-5.94553,29.338867,-7.9442205,19.591711,-22.431093,17.265936,-17.816374,11.403573,-12.458793,country
-74.15763,107.61035,-21.188368,47.216305,-5.984584,17.79499,-20.406624,14.9786215,-15.971437,15.732458,-14.664344,10.680037,-10.130847,country
-68.574776,101.349686,-16.899403,51.507862,-10.240496,20.057524,-21.787132,15.519602,-18.788994,16.34265,-17.896719,12.110845,-13.195823,country
-148.5371,141.28717,-15.904905,44.664753,0.98706186,13.670254,-13.241114,12.6545315,-11.708021,12.162338,-10.482789,9.917888,-5.069251,country
-80.230835,108.203285,-23.831284,52.62174,-6.4135385,15.064379,-17.638653,9.731315,-16.172585,8.9045315,-15.960604,8.001686,-10.708485,country
-146.03406,124.633896,-17.923777,49.246246,-0.16372989,22.78391,-7.1801314,16.748545,-9.71323,15.436437,-7.632503,10.915412,-3.4583304,country
-122.42892,111.49043,-13.700005,53.85051,-2.6792428,19.700176,-14.1241455,13.753133,-14.02773,14.631097,-13.9932375,9.227839,-10.554295,country
-170.8428,124.75503,-19.23662,39.212093,-3.7663841,15.302875,-12.9792,8.529965,-11.831754,11.324966,-13.776035,3.1141603,-10.082476,country
-121.959,123.24601,-8.496771,51.599014,-0.106691234,20.418154,-11.878725,16.262133,-11.5288105,11.832639,-8.090615,9.130125,-8.650755,country
-205.06755,140.98952,-8.963087,36.968815,6.427648,14.869453,-4.316959,12.22562,-11.42915,11.855211,-7.889388,9.9110365,-2.3491375,country
-111.09919,94.025856,12.438059,16.629438,8.1260395,15.663839,-1.4103327,7.014441,0.9597832,-1.4994508,-3.0789328,-5.0989857,-3.715649,disco
-29.0431,51.860497,-7.5676093,21.507437,8.141378,18.118084,6.8945746,6.569047,0.7113645,11.159763,-1.816327,1.63559,-2.5911899,disco
-53.1693,57.173717,21.160826,11.305263,18.118341,1.6628118,0.34510273,2.3239794,-5.1052694,2.747911,3.1522436,-5.5144777,-3.1615028,disco
-44.433094,52.32051,3.242855,43.93931,12.584174,24.506044,4.9235034,15.30651,2.041092,10.386366,-1.4623227,8.834608,0.41668227,disco
-83.55509,64.49134,5.6444173,2.70193,0.78633994,6.1651754,1.8841151,1.9749736,-1.8108133,1.8658113,2.4624798,-0.22272582,2.9572232,disco
-24.816133,73.69842,-11.7444935,28.304634,6.2917438,2.1907132,8.419229,12.195893,-4.0575852,13.498219,1.8683927,-0.9259459,0.5338901,disco
-14.574817,65.19933,-19.888517,31.502686,-4.814699,11.865562,9.996404,5.960234,-3.8007708,9.38057,-4.387615,3.3392262,-4.4454346,disco
-53.432594,56.165604,-6.337501,31.602524,4.648096,16.339651,4.108209,1.8778182,-0.38534987,2.4980185,-0.54528874,0.96003777,0.49098662,disco
-32.569878,65.03629,-26.761168,30.300564,5.697337,11.660783,-2.227687,10.421782,-2.373412,5.365474,-3.8786147,-0.8631799,-0.2106436,disco
-68.92688,63.117622,-15.855327,28.002327,8.173502,7.323385,-4.9316792,9.490028,-0.974049,-1.5963364,-6.184394,-3.936597,-1.1669567,disco
-6.7652006,61.12942,-16.672161,27.438726,7.734437,16.013573,4.646263,11.44598,0.34369335,9.835787,3.1894264,5.0318027,-1.8564006,disco
-41.31514,62.78868,7.3239293,12.122528,6.358506,9.252999,3.0642164,13.849786,0.15274546,8.056879,-2.6997385,-7.2205544,-3.241377,disco
-57.955585,68.42821,-15.226618,23.4141,14.886023,13.217155,2.1807866,12.793449,0.048980452,12.763607,0.0070237406,3.38002,0.8436664,disco
-40.076855,56.219803,23.692863,31.93953,2.4548008,2.5702763,-2.4864345,3.1007562,1.8817091,3.3470368,-0.0018148164,-1.5163457,-2.451519,disco
-23.927664,61.220757,-0.95869905,25.331013,0.39423466,6.0302544,2.4890816,6.189192,-0.32926697,9.696876,-5.5078354,1.061818,-2.4369648,disco
-46.762787,103.70078,22.12663,9.223701,2.2584798,-4.7948833,4.798995,0.9515379,-9.411773,-1.0667285,-0.8673272,-5.279599,-1.7630391,disco
-35.856197,83.80528,-2.9019706,32.213963,9.144426,4.18242,0.1370866,11.094397,-2.8947358,7.9954515,0.62894285,3.6732092,3.7831783,disco
-98.18701,92.406166,2.6589994,19.365164,3.5725617,-1.7528334,-1.7048805,-3.1811247,-9.103381,-4.0845356,-5.1873956,-5.4817677,-4.2330327,disco
-73.086945,71.746605,12.055069,1.4190236,4.536818,10.854836,3.8677087,0.938452,-5.9773855,9.039347,-2.3677554,3.5528102,-0.14295743,disco
-95.046036,109.33905,-30.173485,16.371214,20.04151,11.963911,3.490323,6.177454,5.204814,8.618461,0.33158278,0.38170952,0.5376681,disco
-104.13797,105.871155,-14.32759,36.710423,-10.330668,16.791773,-6.818429,8.1312,-4.46437,0.9813637,-10.006949,0.37547293,-1.7045553,disco
-115.077194,70.42093,31.231396,11.171844,13.070835,3.8785784,1.8067201,4.9745398,-1.0353943,3.9286354,-1.2870669,-0.688994,-1.0698988,disco
-71.953896,46.87051,21.02663,29.955154,9.50348,2.3987136,8.242609,2.5120273,-2.1593828,0.44539663,-0.22787961,-1.5480238,-3.60627,disco
-32.176426,60.042603,3.3742273,18.97592,4.3331447,0.68896496,-2.0220764,1.3296518,-4.6426954,3.790977,-6.739723,-4.8872533,-2.336693,disco
-69.63065,83.07227,-16.599928,0.11837103,7.4206076,0.770008,1.3374783,4.6957984,-1.4168245,3.319435,-2.8782651,-8.20215,-5.767511,disco
-124.16993,90.155014,-11.328686,10.931417,-1.1485722,-3.7591834,-0.8579286,-3.8354802,-3.7047462,-0.25987896,-5.8160195,-3.43834,-4.632643,disco
-68.05401,66.35393,11.858418,21.977438,9.757756,6.6893187,1.5989807,3.808797,0.95074666,4.7707677,-4.210415,-0.063488565,-1.2341597,disco
-155.67004,60.623177,23.156448,31.176702,25.046492,16.90212,9.445917,8.451037,5.319857,6.5556526,5.769587,3.923653,7.5681057,disco
-20.4939,53.692123,5.9808583,10.135652,17.066591,9.531477,4.6186805,6.3997,-0.33616525,1.728475,3.6760638,-0.7774312,-5.881969,disco
-58.975624,68.86752,-8.4672365,3.615686,5.068393,3.2651877,13.515075,-1.3705547,1.6674578,3.7045982,-3.7095897,-0.32859462,-2.8358054,disco
-40.752613,63.94863,4.9002733,16.338194,12.109656,9.335104,4.537441,5.185624,-0.590275,-0.08554637,2.94747,-1.4827536,-1.7634141,disco
-66.57301,58.33059,-8.167375,15.471976,5.5654945,7.6850796,4.063464,-3.5938892,-1.3324878,1.6080923,-5.4819927,-3.7419503,-3.2483392,disco
-123.33121,86.98849,-22.510223,6.942469,8.465196,12.644244,-0.8552823,-0.8346987,-3.2606728,2.6243713,-0.77050847,-0.41433412,-3.8346293,disco
-57.816143,86.559784,-11.807115,38.770008,2.3708022,8.826809,-1.2821875,9.910632,-1.6604491,9.840833,3.008505,7.504814,1.7077206,disco
-65.7685,52.818344,16.573315,12.561863,5.6153107,8.380825,-0.6204211,-0.61569375,-4.0818486,0.6821998,-7.784731,-1.8936242,-7.254853,disco
-51.76516,55.671803,11.406058,7.478552,12.002954,6.2611246,4.352581,4.3102384,-5.940638,0.5639912,3.5921662,-2.3924637,-5.827445,disco
-23.554237,57.342735,6.998448,16.543451,5.511961,11.862946,1.6884779,5.4613194,2.7518313,7.33802,1.9618068,1.265359,-2.344999,disco
-26.572124,52.05681,4.1798263,12.867351,16.744804,10.1250925,4.477274,6.3274975,1.1676531,0.651469,4.6326404,2.135598,-3.3680077,disco
-77.44353,52.192024,-9.003063,12.85945,8.564754,2.8909404,8.930611,4.0074053,-7.3485837,-2.2597075,0.9599889,-1.0451938,-3.7657168,disco
-107.419014,91.06335,-8.360449,34.299164,-1.9180148,3.7762597,10.525865,5.5680933,6.945284,4.772103,0.6848718,-3.846765,-2.577472,disco
-78.310104,80.05325,-9.145553,25.454119,-3.3875406,16.801464,7.2613983,1.8166611,0.4876321,6.316795,1.4947494,2.1649706,0.6583118,disco
-122.0258,116.833405,28.316164,24.712555,10.907239,-1.8973352,-1.3955237,-0.9501112,-3.5476987,-2.6201527,-1.1254318,-4.189509,-2.5425725,disco
-62.335667,92.05891,-19.73222,17.626945,-3.195096,5.4077826,-4.014354,8.878788,-2.5088322,3.154782,-0.53769916,-1.5001122,1.2933992,disco
-62.772682,77.844574,3.5485418,26.009861,5.935958,11.293566,11.112388,-1.9588369,1.8317076,9.176684,4.0686727,0.9862057,5.6128936,disco
-71.29618,97.73015,-18.382889,8.58388,5.191988,-0.9440428,0.4582462,1.6218204,-4.783834,0.06174308,-0.55390286,-4.458565,-5.319331,disco
-81.30502,106.47955,-9.540607,17.966782,3.0102844,8.300962,3.889344,4.250727,-3.7409382,-2.074669,-2.2095342,-4.5908613,-1.1636227,disco
-125.7326,101.78745,-17.478825,33.670853,-15.239169,23.698208,-8.662551,18.543148,-14.054488,19.96738,-15.139362,12.968243,-14.305062,disco
-280.8543,120.81254,-37.62976,28.712122,-10.775235,-6.4053197,-13.794428,-4.07455,-14.849012,4.7964478,-20.164259,-5.091476,-6.790002,disco
-105.02221,80.18619,-41.07682,54.00217,-8.363626,25.715185,-12.457802,28.7062,-15.013625,15.607914,-7.619719,12.427019,-7.360461,disco
-45.15996,98.66788,-24.665955,40.495197,-18.095556,26.117126,-12.685222,13.979276,-15.417925,16.17709,-14.375686,8.136641,-11.938592,disco
-45.837555,101.74323,-32.09262,34.283173,-17.53784,32.319088,-15.645128,22.037209,-16.113321,18.675735,-13.077868,16.480183,-9.910721,disco
-77.267006,89.39314,-34.23403,38.691704,-22.262562,31.242887,-16.381735,22.33546,-16.01921,19.276945,-13.239378,16.7234,-10.390649,disco
-70.546455,90.50209,-48.061337,36.66895,-17.68213,21.58345,-30.1917,24.033106,-20.45255,14.475555,-18.49691,9.121702,-12.047788,disco
-108.56484,69.97128,14.885138,45.513443,-5.3743443,41.795094,-13.517867,32.5666,-20.381012,23.436947,-12.128746,18.002754,-9.027057,disco
-226.30965,78.28395,7.82392,53.82357,-1.13629,11.305401,-7.822294,24.358282,-14.937524,18.476454,-19.13242,6.134009,-10.059034,disco
-103.1011,107.495964,-33.53895,52.786156,-9.130404,30.337116,-9.325207,23.037296,-11.889161,18.169134,-7.546332,9.400739,-5.4251604,disco
-182.81174,124.19493,-10.053613,41.57794,-7.377843,26.939072,-12.35473,19.813568,-16.044252,16.194204,-10.250695,3.1294544,-8.979432,disco
-143.2467,122.61794,-23.91729,28.138706,-23.6903,23.092947,-17.904812,18.74588,-18.637712,18.351133,-13.917981,9.725552,-12.233235,disco
-109.57256,104.138245,-16.223967,45.349792,-10.189363,25.546944,-17.156565,22.264034,-16.84386,16.527622,-12.08259,8.661935,-8.848724,disco
-109.0909,106.83238,-18.271952,23.419096,-17.746166,19.014435,-13.604414,18.686167,-18.363712,18.390692,-9.70916,11.85656,-5.5525517,disco
-121.1838,116.97426,-22.78105,45.153744,-4.218045,30.24878,-12.239501,21.706038,-16.536747,16.226421,-10.650367,7.3293166,-9.34128,disco
-91.98377,87.6401,-2.0667956,34.27815,-18.12457,19.34566,-14.665754,17.112078,-15.336202,17.028183,-13.534051,11.835089,-9.81468,disco
-107.9877,81.93319,-30.605755,41.328526,-8.496704,31.341997,-8.859783,26.03168,-8.266655,17.888088,-4.6463256,7.42504,-4.3540497,disco
-51.742363,70.33154,-3.8982093,49.74502,1.5872371,35.71136,-4.094437,24.790552,-9.71473,22.04633,-6.1153893,17.181833,-2.779346,disco
-189.154,93.94435,7.8499227,41.894196,-7.11126,31.876928,-12.5919695,24.20943,-6.070887,24.529634,-6.031069,16.755129,-2.0233445,disco
-106.294304,105.61095,-5.5042877,50.051487,1.2501888,36.981842,-9.61505,23.992409,-8.664799,14.959678,-2.5357456,9.751113,-0.925196,disco
-57.611416,96.703575,-24.457254,39.99736,-17.280685,27.833838,-13.284011,23.197868,-16.52066,19.428204,-15.479724,11.827778,-10.570341,disco
-103.8082,92.46262,-27.213505,39.22121,-23.041712,20.625483,-17.76918,18.95148,-15.207714,16.388754,-14.656909,12.241646,-14.979623,disco
-93.356636,77.85465,-8.789851,42.06367,-11.246891,24.241188,-17.913877,22.249002,-16.031782,16.69252,-15.664026,15.410893,-18.117002,disco
-118.40577,114.235756,-6.7641068,37.393322,-17.423431,28.37048,-23.71712,9.281445,-10.434624,12.624007,-5.141177,12.252358,-3.8654878,disco
-81.76208,97.613686,-27.614212,36.65628,-17.259203,30.749075,-15.952651,20.968424,-16.221739,17.413185,-13.369761,15.092774,-10.377819,disco
-105.534485,79.2504,-15.200756,40.806816,-12.249134,23.534966,-19.939602,27.305809,-16.492477,21.520199,-11.67163,13.985746,-10.76467,disco
-128.43967,67.26243,-36.92178,40.891,-21.749369,23.13522,-13.251678,13.081553,-14.004083,17.787027,-15.169231,16.377792,-10.453286,disco
-95.26958,82.22649,-26.235989,37.510376,-16.362791,25.28815,-21.807663,21.805656,-20.06562,16.303896,-16.122408,14.430956,-11.909069,disco
-40.81154,86.80334,-26.940329,34.944283,-20.04464,21.66503,-23.949266,19.2741,-17.52948,18.05118,-16.0186,12.443823,-13.879082,disco
-91.738495,86.314156,-17.3545,43.086975,-18.393625,34.048004,-18.388496,26.830929,-13.561455,20.20347,-14.606949,12.665814,-12.592617,disco
-95.91633,103.349396,-36.49247,27.0972,-22.864882,9.97551,-24.651752,15.6494255,-20.1475,18.732792,-18.555283,9.852911,-15.085712,disco
-56.88446,97.001236,-17.859026,44.92799,-6.9238253,23.798044,-23.31005,25.989113,-10.4754715,10.442651,-15.224969,10.02523,-9.1656065,disco
-182.10767,103.43044,-18.188179,31.197874,-12.529232,18.83884,-12.868975,19.372463,-17.702715,18.492027,-14.32581,11.538478,-11.629478,disco
-154.65105,97.93247,-10.347631,39.127403,-11.209807,24.103395,-11.851627,24.192099,-13.451448,20.55775,-8.3087,5.8849826,-9.684563,disco
-219.4053,94.67405,12.12384,48.86188,-7.2065644,16.64001,-15.078675,21.71575,-19.993557,13.237187,-15.69585,5.0565505,-15.275194,disco
-193.1521,89.18025,-19.990849,38.738586,-2.7211246,17.049927,-7.9426146,16.082537,-16.751808,7.717519,-15.705438,9.01895,-11.315525,disco
-63.61103,94.46296,-13.432528,32.754234,-13.734656,26.77005,-19.403435,24.649286,-11.669472,13.728638,-9.449255,8.831939,-4.98481,disco
-167.48877,112.50459,-4.5786295,37.091393,-8.612248,27.814657,-14.704628,18.51487,-16.473206,13.755432,-13.324283,10.204631,-11.572749,disco
